Ant,0
Bat,0
Clock,0
School,0
Stick,0
Rat,0
Brick,0
Drum,0
Banana,0
Water,0
Girl,0
Bull,0
Ear,0
Xmas-tree,0
Flag,0
Gun,0
Helicopter,0
Apple,0
Flower,0
Cat,0
Elephant,0
Ice cream,0
Snake,0
Truck,0
